Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Small Business,United States of America,VTT,High,2541.000,250,300,762300.000,106722.000,655578.000,635250.000,20328.000,2014-08-01,8,August,2014
Small Business,Canada,VTT,High,269.000,250,300,80700.000,11298.000,69402.000,67250.000,2152.000,2013-10-01,10,October,2013
Small Business,Canada,VTT,High,1496.000,250,300,448800.000,62832.000,385968.000,374000.000,11968.000,2014-10-01,10,October,2014
Small Business,United States of America,VTT,High,1010.000,250,300,303000.000,42420.000,260580.000,252500.000,8080.000,2014-10-01,10,October,2014
Government,France,VTT,High,1281.000,250,350,448350.000,62769.000,385581.000,333060.000,52521.000,2013-12-01,12,December,2013
Small Business,Canada,Amarilla,High,888.000,260,300,266400.000,37296.000,229104.000,222000.000,7104.000,2014-03-01,3,March,2014
Enterprise,United States of America,Amarilla,High,2844.000,260,125,355500.000,49770.000,305730.000,341280.000,-35550.000,2014-05-01,5,May,2014
Channel Partners,France,Amarilla,High,2475.000,260,12,29700.000,4158.000,25542.000,7425.000,18117.000,2014-08-01,8,August,2014
Midmarket,Canada,Amarilla,High,1743.000,260,15,26145.000,3660.300,22484.700,17430.000,5054.700,2013-10-01,10,October,2013
Channel Partners,United States of America,Amarilla,High,2914.000,260,12,34968.000,4895.520,30072.480,8742.000,21330.480,2014-10-01,10,October,2014
Government,France,Amarilla,High,1731.000,260,7,12117.000,1696.380,10420.620,8655.000,1765.620,2014-10-01,10,October,2014
Government,Mexico,Amarilla,High,1727.000,260,7,12089.000,1692.460,10396.540,8635.000,1761.540,2013-10-01,10,October,2013
Midmarket,Mexico,Amarilla,High,1870.000,260,15,28050.000,3927.000,24123.000,18700.000,5423.000,2013-11-01,11,November,2013
Enterprise,France,Carretera,High,1174.000,3,125,146750.000,22012.500,124737.500,140880.000,-16142.500,2014-08-01,8,August,2014
Enterprise,Germany,Carretera,High,2767.000,3,125,345875.000,51881.250,293993.750,332040.000,-38046.250,2014-08-01,8,August,2014
Enterprise,Germany,Carretera,High,1085.000,3,125,135625.000,20343.750,115281.250,130200.000,-14918.750,2014-10-01,10,October,2014
Small Business,Mexico,Montana,High,546.000,5,300,163800.000,24570.000,139230.000,136500.000,2730.000,2014-10-01,10,October,2014
Government,Germany,Paseo,High,1158.000,10,20,23160.000,3474.000,19686.000,11580.000,8106.000,2014-03-01,3,March,2014
Midmarket,Canada,Paseo,High,1614.000,10,15,24210.000,3631.500,20578.500,16140.000,4438.500,2014-04-01,4,April,2014
Government,Mexico,Paseo,High,2535.000,10,7,17745.000,2661.750,15083.250,12675.000,2408.250,2014-04-01,4,April,2014
Government,Mexico,Paseo,High,2851.000,10,350,997850.000,149677.500,848172.500,741260.000,106912.500,2014-05-01,5,May,2014
Midmarket,Canada,Paseo,High,2559.000,10,15,38385.000,5757.750,32627.250,25590.000,7037.250,2014-08-01,8,August,2014
Government,United States of America,Paseo,High,267.000,10,20,5340.000,801.000,4539.000,2670.000,1869.000,2013-10-01,10,October,2013
Enterprise,Germany,Paseo,High,1085.000,10,125,135625.000,20343.750,115281.250,130200.000,-14918.750,2014-10-01,10,October,2014
Midmarket,Germany,Paseo,High,1175.000,10,15,17625.000,2643.750,14981.250,11750.000,3231.250,2014-10-01,10,October,2014
Government,United States of America,Paseo,High,2007.000,10,350,702450.000,105367.500,597082.500,521820.000,75262.500,2013-11-01,11,November,2013
Government,Mexico,Paseo,High,2151.000,10,350,752850.000,112927.500,639922.500,559260.000,80662.500,2013-11-01,11,November,2013
Channel Partners,United States of America,Paseo,High,914.000,10,12,10968.000,1645.200,9322.800,2742.000,6580.800,2014-12-01,12,December,2014
Government,France,Paseo,High,293.000,10,20,5860.000,879.000,4981.000,2930.000,2051.000,2014-12-01,12,December,2014
Channel Partners,Mexico,Velo,High,500.000,120,12,6000.000,900.000,5100.000,1500.000,3600.000,2014-03-01,3,March,2014
Midmarket,France,Velo,High,2826.000,120,15,42390.000,6358.500,36031.500,28260.000,7771.500,2014-05-01,5,May,2014
Enterprise,France,Velo,High,663.000,120,125,82875.000,12431.250,70443.750,79560.000,-9116.250,2014-09-01,9,September,2014
Small Business,United States of America,Velo,High,2574.000,120,300,772200.000,115830.000,656370.000,643500.000,12870.000,2013-11-01,11,November,2013
Enterprise,United States of America,Velo,High,2438.000,120,125,304750.000,45712.500,259037.500,292560.000,-33522.500,2013-12-01,12,December,2013
Channel Partners,United States of America,Velo,High,914.000,120,12,10968.000,1645.200,9322.800,2742.000,6580.800,2014-12-01,12,December,2014
Government,Canada,VTT,High,865.500,250,20,17310.000,2596.500,14713.500,8655.000,6058.500,2014-07-01,7,July,2014
Midmarket,Germany,VTT,High,492.000,250,15,7380.000,1107.000,6273.000,4920.000,1353.000,2014-07-01,7,July,2014
Government,United States of America,VTT,High,267.000,250,20,5340.000,801.000,4539.000,2670.000,1869.000,2013-10-01,10,October,2013
Midmarket,Germany,VTT,High,1175.000,250,15,17625.000,2643.750,14981.250,11750.000,3231.250,2014-10-01,10,October,2014
Enterprise,Canada,VTT,High,2954.000,250,125,369250.000,55387.500,313862.500,354480.000,-40617.500,2013-11-01,11,November,2013
Enterprise,Germany,VTT,High,552.000,250,125,69000.000,10350.000,58650.000,66240.000,-7590.000,2014-11-01,11,November,2014
Government,France,VTT,High,293.000,250,20,5860.000,879.000,4981.000,2930.000,2051.000,2014-12-01,12,December,2014
Small Business,France,Amarilla,High,2475.000,260,300,742500.000,111375.000,631125.000,618750.000,12375.000,2014-03-01,3,March,2014
Small Business,Mexico,Amarilla,High,546.000,260,300,163800.000,24570.000,139230.000,136500.000,2730.000,2014-10-01,10,October,2014
Government,Mexico,Montana,High,1368.000,5,7,9576.000,1436.400,8139.600,6840.000,1299.600,2014-02-01,2,February,2014
Government,Canada,Paseo,High,723.000,10,7,5061.000,759.150,4301.850,3615.000,686.850,2014-04-01,4,April,2014
Channel Partners,United States of America,VTT,High,1806.000,250,12,21672.000,3250.800,18421.200,5418.000,13003.200,2014-05-01,5,May,2014
